id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_popularity,on_amazon,on_apple,on_disney,on_hbo,on_netflix,on_paramount
ts79799,Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,"['scifi', 'family', 'animation', 'action', 'comedy', 'fantasy', 'drama']",['US'],8.2,52.569,,,,,1.0,
ts79813,You,SHOW,2018,TV-MA,47,"['crime', 'drama', 'thriller', 'romance']",['US'],7.7,85.558,,,,,1.0,
ts79856,SWORDGAI The Animation,SHOW,2018,TV-MA,23,"['action', 'animation', 'scifi', 'fantasy', 'horror']",['JP'],5.8,21.229,,,,,1.0,
ts79875,Apple & Onion,SHOW,2018,TV-Y7,11,"['animation', 'comedy', 'family', 'music']",['US'],5.5,13.695,,,,1.0,,
ts79904,Secrets of the Castle,SHOW,2014,,57,"['reality', 'documentation']",['GB'],8.6,1.563,1.0,,,,,
ts79926,James Acaster: Repertoire,SHOW,2018,TV-14,52,['comedy'],['GB'],8.4,2.462,,,,,1.0,
ts79988,Lost Song,SHOW,2018,TV-14,24,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance']",['JP'],7.0,4.07,,,,,1.0,
ts79997,Something in the Rain,SHOW,2018,TV-MA,73,"['drama', 'romance']",['KR'],8.1,53.569,,,,,1.0,
ts8,Better Call Saul,SHOW,2015,TV-MA,49,"['comedy', 'drama', 'crime']",['US'],8.8,352.657,1.0,,,,,
ts8,Better Call Saul,SHOW,2015,TV-MA,49,"['drama', 'crime']",['US'],8.8,273.296,,,,,1.0,
ts80029,Arabian Seas,SHOW,2018,TV-PG,48,['documentation'],['CA'],6.5,1.4,,,,,,1.0
ts80030,Fastest Car,SHOW,2018,TV-MA,44,"['reality', 'action', 'documentation']",['US'],7.1,10.509,,,,,1.0,
ts80035,Nightflyers,SHOW,2018,TV-MA,44,"['scifi', 'thriller', 'drama', 'horror']",['US'],5.8,10.291,,,,,1.0,
ts80039,The American Dream Project,SHOW,2015,,11,['documentation'],['US'],6.9,0.6,1.0,,,,,
ts80042,ReBoot: The Guardian Code,SHOW,2018,TV-G,23,"['drama', 'scifi', 'action', 'comedy']",['CA'],3.7,4.406,,,,,1.0,
ts80057,Last Hope,SHOW,2018,TV-14,24,"['drama', 'animation', 'action', 'scifi']",['JP'],5.8,8.604,,,,,1.0,
ts80059,Trump: An American Dream,SHOW,2017,TV-14,55,"['documentation', 'european']",['GB'],7.2,3.412,,,,,1.0,
ts80079,Wotakoi: Love Is Hard for Otaku,SHOW,2018,TV-14,23,"['comedy', 'animation', 'romance']",['JP'],7.5,28.889,1.0,,,,,
ts80084,Dragon Pilot: Hisone and Masotan,SHOW,2018,TV-14,25,"['animation', 'scifi', 'drama', 'fantasy']",['JP'],6.9,7.435,,,,,1.0,
ts80090,The Piano Forest,SHOW,2018,TV-PG,26,"['comedy', 'drama', 'animation']",['JP'],7.2,10.181,,,,,1.0,
ts80150,Jersey Shore: Family Vacation,SHOW,2018,TV-14,41,['reality'],['US'],6.6,23.64,,,,,,1.0
ts80171,Looney Tunes,SHOW,1929,,7,"['comedy', 'family', 'thriller', 'animation']",[],8.8,0.368599,,,,1.0,,
ts80189,Elvis Presley: The Searcher,SHOW,2018,TV-PG,103,['documentation'],['US'],,7.979,,,,1.0,,
ts80205,All or Nothing: The Michigan Wolverines,SHOW,2018,TV-MA,42,"['reality', 'documentation', 'sport']",['US'],7.6,2.177,1.0,,,,,
ts80208,Fugitiva,SHOW,2018,TV-MA,52,"['drama', 'thriller', 'action', 'crime']",['ES'],5.6,5.727,,,,,1.0,
ts80239,Ritual,SHOW,2017,,14,"['documentation', 'crime', 'horror']",['JP'],7.7,0.6,1.0,,,,,
ts80259,Wild Israel,SHOW,2016,TV-G,48,['documentation'],['US'],7.2,1.26,,,,,,1.0
ts80283,Ballmastrz: 9009,SHOW,2018,TV-14,11,"['animation', 'action', 'comedy', 'scifi', 'sport']",['US'],6.8,3.845,,,,1.0,,
ts80313,Bobby Kennedy for President,SHOW,2018,TV-MA,61,"['documentation', 'drama']",['US'],8.1,2.09,,,,,1.0,
ts80321,America's National Parks,SHOW,2015,TV-PG,40,"['documentation', 'family']",['US'],7.6,2.271,,,1.0,,,
ts80342,AMO,SHOW,2018,TV-MA,24,"['crime', 'drama']",['PH'],6.4,3.804,,,,,1.0,
ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,,30,"['comedy', 'drama']",['JP'],7.6,1.526,,,,,1.0,
ts80411,Lawless Lawyer,SHOW,2018,TV-14,64,"['crime', 'action', 'drama', 'thriller']",['KR'],7.6,18.479,,,,,1.0,
ts80413,Busted!,SHOW,2018,TV-14,75,"['thriller', 'comedy', 'reality']",['KR'],7.6,15.136,,,,,1.0,
ts80421,Southern Charm New Orleans,SHOW,2018,TV-14,44,['reality'],['US'],6.3,1.038,1.0,,,,,
ts80440,What Sam Sees,SHOW,2018,TV-G,6,[],['US'],,3.225,,,1.0,,,
ts80441,Awesome Animals,SHOW,2017,,25,[],['US'],,1.72,,,1.0,,,
ts80444,Nature Boom Time,SHOW,2016,,6,[],['US'],,2.405,,,1.0,,,
ts80445,The Honeymoon Stand Up Special,SHOW,2018,,32,['comedy'],[],6.8,1.251,,,,,1.0,
ts80458,Barbie Dreamtopia,SHOW,2017,,9,"['family', 'animation']",['US'],6.2,5.012,1.0,,,,,
ts80466,Secret Agent Selection: WW2,SHOW,2018,,59,"['war', 'documentation', 'history', 'european']",['GB'],7.7,2.836,,,,,1.0,
ts80479,Clean with Passion for Now,SHOW,2018,TV-MA,60,"['comedy', 'drama', 'romance']",['KR'],6.9,25.757,,,,,1.0,
ts80481,Picnic at Hanging Rock,SHOW,2018,TV-14,51,"['drama', 'romance', 'thriller']",['AU'],6.1,11.215,1.0,,,,,
ts80482,Portrait Artist of the Year,SHOW,2013,,44,"['documentation', 'reality', 'european']",['GB'],8.4,4.532,1.0,,,,,
ts80485,Utopia,SHOW,2020,TV-MA,49,"['action', 'drama', 'scifi', 'thriller']",['US'],6.7,30.979,1.0,,,,,
ts80487,HITOSHI MATSUMOTO Presents Documental,SHOW,2016,,44,"['comedy', 'reality']",['JP'],8.0,7.046,1.0,,,,,
ts8050,Car S.O.S.,SHOW,2013,,44,"['documentation', 'reality', 'european']",['GB'],8.1,28.039,,,1.0,,,
ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,"['animation', 'action', 'comedy', 'family', 'drama', 'music', 'romance', 'thriller', 'scifi']",['US'],4.7,7.221,,,,,1.0,
ts80523,Aggretsuko,SHOW,2018,TV-14,17,"['animation', 'comedy', 'romance', 'drama', 'music']",['JP'],8.0,13.244,,,,,1.0,
ts80537,Miracle Workers,SHOW,2019,TV-14,21,"['comedy', 'drama', 'fantasy', 'romance']",['US'],7.1,26.748,,,,1.0,,
ts80543,Guardians of the Wild,SHOW,2018,TV-PG,48,['documentation'],"['CA', 'US']",8.1,1.396,,,,,,1.0
ts80545,Extreme Africa,SHOW,2016,TV-G,46,['documentation'],['US'],7.0,0.848,,,,,,1.0
ts80563,Ex on the Beach,SHOW,2018,TV-MA,42,"['reality', 'romance', 'european']",['US'],4.9,16.219,,,,,,1.0
ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,52,"['drama', 'history', 'music', 'romance']",['MX'],8.0,40.288,,,,,1.0,
ts80617,The Protector,SHOW,2018,TV-MA,44,"['action', 'fantasy', 'scifi', 'drama']",['TR'],6.5,24.058,,,,,1.0,
ts80656,Craig of the Creek,SHOW,2018,,11,"['action', 'animation', 'comedy', 'drama', 'family']",['US'],7.4,35.255,,,,1.0,,
ts80671,We Speak Dance,SHOW,2018,TV-MA,22,['documentation'],['US'],7.4,0.992,,,,,1.0,
ts80686,Star Wars Resistance,SHOW,2018,TV-Y7,23,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy']",['US'],5.1,24.432,,,1.0,,,
ts80692,REA(L)OVE,SHOW,2018,TV-MA,42,['reality'],['JP'],6.5,1.091,,,,,1.0,
ts80705,Evil Genius,SHOW,2018,TV-MA,48,"['documentation', 'crime']",['US'],7.5,9.635,,,,,1.0,
ts80709,Another Life,SHOW,2019,TV-MA,42,"['scifi', 'drama', 'thriller']",['US'],5.2,56.037,,,,,1.0,
ts80720,Scissor Seven,SHOW,2018,TV-PG,16,"['comedy', 'drama', 'action', 'animation', 'fantasy', 'romance']",['CN'],8.6,82.499,,,,,1.0,
ts80747,Grand Blue,SHOW,2018,,24,"['comedy', 'drama', 'animation']",['JP'],7.8,23.663,1.0,,,,,
ts80751,The Break with Michelle Wolf,SHOW,2018,TV-MA,26,['comedy'],['US'],5.1,2.61,,,,,1.0,
ts80759,Being Serena,SHOW,2018,TV-PG,29,"['documentation', 'sport']",['US'],6.1,1.539,,,,1.0,,
ts80811,The Great Interior Design Challenge,SHOW,2014,TV-PG,57,"['reality', 'documentation', 'european']",['GB'],7.3,0.716,1.0,,,,,
ts80817,SeNT,SHOW,2017,TV-14,27,"['drama', 'comedy']",['SG'],5.3,0.6,,,,1.0,,
ts80851,Africa's Hunters,SHOW,2017,TV-PG,48,['documentation'],['CA'],8.5,3.052,,,,,,1.0
ts80856,Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],7.4,80.61,,,,,1.0,
ts80859,Here to Heart,SHOW,2018,TV-14,45,"['drama', 'romance']",['CN'],7.5,3.082,,,,,1.0,
ts80881,Survival in the Skies,SHOW,2017,TV-PG,46,['documentation'],['US'],,0.6,,,,,,1.0
ts80908,A Very English Scandal,SHOW,2018,TV-14,56,"['drama', 'comedy', 'crime', 'history', 'european']",['GB'],7.7,8.596,1.0,,,,,
ts80953,Miss Sherlock,SHOW,2018,TV-14,50,"['drama', 'crime']",['JP'],6.9,4.855,,,,1.0,,
ts80959,Sacred Games,SHOW,2018,TV-MA,50,"['action', 'drama', 'crime', 'thriller']",['IN'],8.5,14.613,,,,,1.0,
ts80962,Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",['US'],7.3,18.246,,,,,1.0,
ts80962,Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",['US'],7.4,15.691,,,,1.0,,
ts80975,The Adventures of Rocky and Bullwinkle,SHOW,2018,TV-Y,23,"['animation', 'comedy', 'family']",['US'],5.8,3.697,1.0,,,,,
ts80993,Kibaoh Klashers,SHOW,2017,TV-Y7,24,['scifi'],['CN'],6.4,4.313,,,,,1.0,
ts81007,After Life,SHOW,2019,TV-MA,28,"['comedy', 'drama']",['GB'],8.4,19.931,,,,,1.0,
ts81027,Spark,SHOW,2016,TV-14,14,['drama'],['KR'],7.0,1.4,,,,,1.0,
ts81034,Alaska's Grizzly Gauntlet,SHOW,2018,TV-PG,44,['documentation'],['US'],6.3,0.858,,,1.0,,,
ts81036,The Who Was? Show,SHOW,2018,,24,"['family', 'comedy']",[],6.5,1.674,,,,,1.0,
ts81064,Legacies,SHOW,2018,TV-14,41,"['drama', 'scifi', 'fantasy', 'horror']",['US'],7.2,230.337,,,,,1.0,
ts81069,Wrong Man,SHOW,2018,TV-MA,50,"['documentation', 'crime']",['US'],7.1,2.794,1.0,,,,,
ts81086,Aerial Cities,SHOW,2018,TV-G,51,['documentation'],['US'],8.8,1.4,,,,,,1.0
ts81093,The Witching Season,SHOW,2015,,17,['horror'],[],5.6,0.79,1.0,,,,,
ts81095,Doom Patrol,SHOW,2019,TV-MA,50,"['scifi', 'action', 'comedy', 'drama']",['US'],7.8,106.668,,,,1.0,,
ts81120,The Last Dance,SHOW,2020,TV-MA,50,"['documentation', 'history', 'sport']",['US'],9.1,27.702,,,,,1.0,
ts81184,Pennyworth: The Origin of Batman's Butler,SHOW,2019,TV-MA,53,"['drama', 'action', 'crime']",['US'],7.9,38.509,,,,1.0,,
ts81189,Magnum P.I.,SHOW,2018,TV-14,42,"['action', 'crime', 'comedy']",['US'],5.9,134.575,,,,,,1.0
ts81208,Charmed,SHOW,2018,TV-14,40,"['drama', 'scifi', 'fantasy']",['US'],4.6,92.694,,,,,1.0,
ts81216,City on a Hill,SHOW,2019,TV-MA,57,"['drama', 'thriller', 'crime']",['US'],7.5,15.653,1.0,,,,,
ts81219,Hunters,SHOW,2020,TV-MA,64,"['drama', 'crime']",['US'],7.2,33.983,1.0,,,,,
ts81294,Manifest,SHOW,2018,TV-14,42,"['drama', 'thriller', 'scifi']",['US'],7.1,145.572,,,,,1.0,
ts81318,When Heroes Fly,SHOW,2018,,48,"['war', 'drama', 'action']",['IL'],7.2,12.196,,,,,1.0,
ts81331,She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,"['scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama']",['US'],7.8,26.73,,,,,1.0,
ts81332,Make It Out Alive,SHOW,2017,TV-14,46,"['drama', 'documentation']",['US'],6.4,0.63,,,,,,1.0
ts81344,Explained,SHOW,2018,TV-MA,21,['documentation'],['US'],8.0,11.637,,,,,1.0,
ts81382,Coop & Cami Ask The World,SHOW,2018,TV-G,23,"['family', 'comedy']",['US'],5.6,23.515,,,1.0,,,
ts81384,Watchmen,SHOW,2019,TV-MA,59,"['scifi', 'crime', 'drama', 'action']",['US'],8.2,26.745,,,,1.0,,
ts81414,Meteor Garden,SHOW,2018,TV-14,45,"['drama', 'romance']",['CN'],7.9,52.891,,,,,1.0,
ts81426,On the Spectrum,SHOW,2018,TV-MA,30,"['comedy', 'drama']",['IL'],8.7,1.548,,,,1.0,,
ts8146,The 100,SHOW,2014,TV-14,42,"['scifi', 'drama', 'action']",['US'],7.6,217.82,,,,,1.0,
ts81460,Joe Pera Talks With You,SHOW,2018,TV-14,12,['comedy'],['US'],8.9,3.882,,,,1.0,,
ts81483,Simon,SHOW,2016,TV-Y,5,"['comedy', 'family', 'animation']",['FR'],7.0,3.507,,,,,1.0,
ts81485,Ponysitters Club,SHOW,2018,TV-Y,23,['family'],['US'],5.6,1.96,,,,,1.0,
ts81526,November 13: Attack on Paris,SHOW,2018,TV-MA,54,['documentation'],['FR'],8.3,4.169,,,,,1.0,
ts8153,Design Squad,SHOW,2007,,27,['family'],['US'],8.3,0.6,1.0,,,,,
ts81542,The Hollow,SHOW,2018,TV-Y7,24,"['comedy', 'scifi', 'animation', 'drama', 'family']",['CA'],7.1,10.299,,,,,1.0,
ts81544,All or Nothing: New Zealand All Blacks,SHOW,2018,TV-MA,43,"['reality', 'documentation', 'sport']",['US'],8.1,2.694,1.0,,,,,
ts81547,GangStars,SHOW,2018,,21,"['crime', 'drama']",['IN'],6.5,1.424,1.0,,,,,
ts81583,Life,SHOW,2018,,65,"['drama', 'thriller']",['KR'],7.6,6.26,,,,,1.0,
ts81596,Black Crows,SHOW,2017,TV-MA,33,"['drama', 'war', 'thriller']","['SA', 'SY', 'AE']",5.3,4.802,,,,,1.0,
ts81629,The Underground Railroad,SHOW,2021,TV-MA,59,"['drama', 'war', 'history']",['US'],7.4,12.51,1.0,,,,,
ts81632,A House of Blocks,SHOW,2017,TV-MA,85,"['drama', 'horror']",['TW'],2.3,1.772,,,,,1.0,
ts81635,Buzzfeed Unsolved: Supernatural,SHOW,2016,TV-MA,24,"['comedy', 'horror']",['US'],8.7,4.738,1.0,,,,,
ts81645,Truth Be Told,SHOW,2019,TV-MA,45,"['drama', 'thriller', 'crime']",['US'],7.1,78.799,,1.0,,,,
ts81646,Chambers,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",['US'],6.4,13.586,,,,,1.0,
ts81647,Fancy Nancy,SHOW,2018,TV-Y,20,"['comedy', 'family', 'animation']",['US'],5.5,13.595,,,1.0,,,
ts81734,Chosen,SHOW,2018,TV-14,71,['action'],['CN'],5.2,1.566,,,,,1.0,
ts8175,Call the Midwife,SHOW,2012,TV-PG,55,"['family', 'drama', 'history', 'european']",['GB'],8.5,25.211,,,,,1.0,
ts81757,The House of Flowers,SHOW,2018,TV-MA,31,"['comedy', 'drama']",['MX'],7.6,31.664,,,,,1.0,
ts81805,Tut's Treasures: Hidden Secrets,SHOW,2018,TV-PG,52,['documentation'],['US'],,1.96,,,1.0,,,
ts81821,The Queen of Flow,SHOW,2018,TV-MA,45,"['drama', 'family', 'music']",['CO'],7.7,257.952,,,,,1.0,
ts81827,True: Magical Friends,SHOW,2018,TV-Y,24,['animation'],['US'],,0.675,,,,,1.0,
ts81828,True: Wonderful Wishes,SHOW,2018,TV-Y,24,['animation'],['US'],,1.96,,,,,1.0,
ts81856,Borges,SHOW,2018,TV-MA,0,['comedy'],['BR'],6.2,1.415,,,,,1.0,
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,33,"['comedy', 'drama']",['MX'],6.5,5.086,,,,,1.0,
ts81858,Larva,SHOW,2011,TV-G,2,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']",['KR'],7.1,9.644,,,,,1.0,
ts81884,Bodyguard,SHOW,2018,TV-MA,60,"['war', 'drama', 'thriller', 'crime', 'european']",['GB'],8.1,19.085,,,,,1.0,
ts81885,The Good Cop,SHOW,2018,TV-PG,46,"['drama', 'comedy', 'crime', 'documentation']",['US'],6.9,8.714,,,,,1.0,
ts81886,All About the Washingtons,SHOW,2018,TV-G,25,"['comedy', 'music']",['US'],4.5,2.02,,,,,1.0,
ts81898,Kazoops!,SHOW,2016,,13,"['animation', 'comedy', 'family', 'fantasy']","['AU', 'GB']",7.4,2.376,,,,,1.0,
ts81912,Homecoming,SHOW,2018,TV-MA,30,"['drama', 'reality', 'thriller']",['US'],7.4,21.987,1.0,,,,,
ts81913,Little America,SHOW,2020,TV-14,34,"['drama', 'comedy']",['US'],7.6,12.591,,1.0,,,,
ts81918,Sugar Rush,SHOW,2018,TV-PG,51,['reality'],['US'],7.0,8.74,,,,,1.0,
ts81944,The Comedy Lineup,SHOW,2018,TV-MA,15,"['comedy', 'action']",[],5.9,0.84,,,,,1.0,
ts81953,Wild Sri Lanka,SHOW,2015,,44,['documentation'],['GB'],8.3,0.94,,,1.0,,,
ts81977,Legend of the Three Caballeros,SHOW,2018,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],7.8,4.044,,,1.0,,,
ts82034,Stath Lets Flats,SHOW,2018,TV-MA,26,['comedy'],['GB'],7.6,4.181,,,,1.0,,
ts82045,Kindergarten,SHOW,2001,,27,"['documentation', 'animation', 'reality']",['US'],8.9,0.671,,,,1.0,,
ts82051,Wellington Paranormal,SHOW,2018,TV-14,22,"['comedy', 'crime', 'fantasy', 'horror']",['NZ'],7.7,10.657,,,,1.0,,
ts82063,Double Dare,SHOW,2018,TV-G,22,['family'],['US'],5.8,8.254,,,,,,1.0
ts82077,Wild Chile: Un viaje salvaje,SHOW,2017,TV-PG,49,['documentation'],['CL'],7.5,0.6,,,1.0,,,
ts82085,Ainori Love Wagon: Asian Journey,SHOW,2017,,30,['reality'],['JP'],6.8,5.356,,,,,1.0,
ts82127,Sirius the Jaeger,SHOW,2018,TV-MA,25,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",['JP'],6.7,9.177,,,,,1.0,
ts82128,Seven Senses of the Re'Union,SHOW,2018,TV-14,24,"['scifi', 'action', 'fantasy', 'animation']",['JP'],4.6,5.792,1.0,,,,,
ts82131,Banana Fish,SHOW,2018,TV-MA,22,"['animation', 'crime', 'action', 'drama']",['JP'],8.2,40.675,1.0,,,,,
ts82155,Big City Greens,SHOW,2018,TV-Y7,18,"['comedy', 'family', 'animation']",['US'],7.3,47.741,,,1.0,,,
ts82160,Harvey Street Kids,SHOW,2018,TV-Y7,24,"['family', 'action', 'animation', 'comedy']",['US'],6.7,9.06,,,,,1.0,
ts82181,Back Street Girls -GOKUDOLS-,SHOW,2018,TV-MA,24,"['comedy', 'animation']",['JP'],6.7,10.716,,,,,1.0,
ts82184,Wallace & Gromit's Cracking Contraptions,SHOW,2002,TV-G,1,"['comedy', 'animation', 'family', 'european']",['US'],7.6,3.844,1.0,,,,,
ts82189,BAKI,SHOW,2018,TV-MA,24,"['drama', 'animation', 'action', 'crime', 'sport']",['JP'],6.7,207.49,,,,,1.0,
ts82192,Samantha!,SHOW,2018,TV-MA,28,['comedy'],['BR'],6.5,3.396,,,,,1.0,
ts82197,This Is Me,SHOW,2015,TV-14,6,"['documentation', 'comedy', 'family']",['US'],4.7,0.96,1.0,,,,,
ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,"['comedy', 'animation', 'action', 'romance']",['JP'],8.0,13.722,,,,,1.0,
ts82228,Cells at Work!,SHOW,2018,TV-14,23,"['comedy', 'animation', 'action', 'fantasy']",['JP'],7.5,16.706,,,,,1.0,
ts82268,GHOUL,SHOW,2018,TV-MA,46,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['IN'],8.0,16.66,,,,,1.0,
ts82274,Drop Kick on My Devil!!,SHOW,2018,,23,"['comedy', 'animation', 'fantasy']",['JP'],6.2,14.838,1.0,,,,,
ts82281,Zoids Wild,SHOW,2018,TV-Y7,21,"['action', 'comedy', 'animation', 'scifi']",['JP'],6.2,11.922,,,,,1.0,
ts82296,My ID is Gangnam Beauty,SHOW,2018,TV-MA,57,"['drama', 'comedy', 'romance']",['KR'],7.4,30.627,,,,,1.0,
ts82298,Familiar Wife,SHOW,2018,TV-MA,62,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],7.7,19.741,,,,,1.0,
ts82302,Insatiable,SHOW,2018,TV-MA,46,"['drama', 'comedy', 'thriller']",['US'],6.5,81.348,,,,,1.0,
ts82308,FBI,SHOW,2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']",['US'],6.9,112.654,,,,,,1.0
ts82316,See,SHOW,2019,TV-MA,54,"['scifi', 'action', 'drama']",['CA'],7.6,127.033,,1.0,,,,
ts82323,On Children,SHOW,2018,,98,"['drama', 'family', 'scifi']",['TW'],7.2,2.087,,,,,1.0,
ts82327,Три кота,SHOW,2015,TV-Y,5,"['animation', 'scifi', 'comedy', 'family']",['RU'],7.0,0.662,,,,,1.0,
ts82351,Tokyo Girl,SHOW,2016,,22,['drama'],['JP'],8.0,4.054,1.0,,,,,
ts82361,Ultraman,SHOW,2019,TV-14,24,"['animation', 'action', 'scifi', 'fantasy', 'drama']",['JP'],6.8,30.084,,,,,1.0,
ts82372,The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,"['animation', 'comedy', 'action', 'family']",['US'],6.6,11.851,,,,,1.0,
ts82375,Beyblade Burst Turbo,SHOW,2018,TV-Y7,22,"['scifi', 'action']",['JP'],,0.6,,,,,1.0,
ts82377,Mostly 4 Millennials,SHOW,2018,TV-MA,11,['comedy'],['US'],5.3,1.4,,,,1.0,,
ts82380,Comicstaan,SHOW,2018,,61,"['reality', 'comedy']",['IN'],6.8,2.013,1.0,,,,,
ts82389,Happy Sugar Life,SHOW,2018,TV-MA,24,"['drama', 'romance', 'thriller', 'animation', 'crime', 'horror']",['JP'],6.5,28.039,1.0,,,,,
ts82398,My Dead Ex,SHOW,2018,,25,"['comedy', 'drama', 'scifi']",['US'],7.4,4.739,,,,,1.0,
ts82419,Zac & Mia,SHOW,2017,TV-14,20,['drama'],['US'],7.8,1.741,,,,,1.0,
ts82424,13 Reasons Why: Beyond the Reasons,SHOW,2017,TV-MA,42,['documentation'],['US'],6.2,11.431,,,,,1.0,
ts82445,Ashes of Love,SHOW,2018,TV-14,43,"['comedy', 'drama', 'thriller', 'fantasy', 'romance']",['CN'],8.3,17.576,,,,,1.0,
ts82475,The Dream Job,SHOW,2016,TV-14,44,"['drama', 'family']",['SG'],6.1,0.6,,,,,1.0,
ts82500,Treehouse Detectives,SHOW,2018,TV-Y7,24,['animation'],[],7.6,1.382,,,,,1.0,
ts82523,Catfish: Trolls,SHOW,2018,,40,['reality'],['US'],3.9,0.948,,,,,,1.0
ts82526,Narcos: Mexico,SHOW,2018,TV-MA,58,"['drama', 'crime']",['US'],8.4,92.102,,,,,1.0,
ts82542,DC's Stargirl,SHOW,2020,TV-14,42,"['scifi', 'action', 'drama', 'crime', 'fantasy']",['US'],7.2,76.71,,,,1.0,,
ts82554,Super Simple Songs,SHOW,2017,,2,"['animation', 'music']",['US'],6.9,0.742,1.0,,,,,
ts82559,Amazing Interiors,SHOW,2018,TV-PG,26,['documentation'],"['GB', 'US']",6.6,3.207,,,,,1.0,
ts82560,Dark Tourist,SHOW,2018,TV-MA,41,"['action', 'documentation']",['NZ'],7.5,6.668,,,,,1.0,
ts82563,Dead Lucky,SHOW,2018,TV-14,52,"['crime', 'thriller']",['AU'],6.8,1.697,1.0,,,,,
ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,46,"['drama', 'comedy']",['JP'],6.8,1.342,,,,,1.0,
ts82565,Sparta,SHOW,2018,TV-MA,53,"['thriller', 'drama']",['RU'],6.6,9.31,,,,,1.0,
ts82582,The Truth Seekers,SHOW,2016,TV-MA,44,"['drama', 'action']",['SG'],7.1,0.672,,,,,1.0,
ts82583,The Family Court,SHOW,2010,TV-MA,45,['drama'],['SG'],,1.4,,,,,1.0,
ts82584,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,TV-Y7,16,"['comedy', 'animation', 'action', 'scifi', 'drama', 'fantasy', 'family']",['US'],4.8,21.236,,,,,,1.0
ts82584,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,TV-Y7,17,"['action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation']",['US'],4.9,17.577,,,,,1.0,
ts82591,Spiritual House,SHOW,2017,TV-PG,41,[],['JP'],,0.6,,,,,1.0,
ts82592,The Truth,SHOW,2008,TV-14,44,"['thriller', 'drama']",['SG'],,0.6,,,,,1.0,
ts82597,The Dragon Prince,SHOW,2018,TV-Y7,27,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",['US'],8.4,31.275,,,,,1.0,
ts82601,The ABC Murders,SHOW,2018,TV-14,54,"['drama', 'thriller', 'crime']",['GB'],6.6,10.052,1.0,,,,,
ts82631,Monkey Twins,SHOW,2018,,49,"['action', 'crime']",['TH'],7.9,0.99,,,,,1.0,
ts82666,Sweet Combat,SHOW,2018,,45,"['action', 'drama', 'romance', 'sport', 'comedy']",['CN'],6.0,14.281,1.0,,,,,
ts82702,Eternal Love of Dream,SHOW,2020,,45,"['drama', 'fantasy', 'romance']",['CN'],8.1,39.549,1.0,,,,,
ts82704,The Neighborhood,SHOW,2018,TV-PG,21,"['comedy', 'drama', 'documentation', 'music', 'reality']",['US'],6.4,23.12,,,,,,1.0
ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,18,"['animation', 'comedy', 'action', 'family']","['CA', 'BR']",7.5,4.925,,,,,1.0,
ts82739,Women of the Night,SHOW,2019,TV-MA,47,"['drama', 'crime']","['NL', 'BE']",6.3,7.418,,,,,1.0,
ts82747,The Shop: Uninterrupted,SHOW,2018,TV-PG,23,"['comedy', 'documentation']",['US'],6.8,10.15,,,,1.0,,
ts82770,Camarón Revolution,SHOW,2018,TV-14,52,"['documentation', 'reality']",['ES'],,1.29,,,,,1.0,
ts82776,Vanity Fair,SHOW,2018,TV-PG,47,"['drama', 'comedy']",['GB'],7.3,11.9,1.0,,,,,
ts82780,Pink Collar Crimes,SHOW,2018,TV-PG,41,"['documentation', 'crime']",['US'],6.9,0.6,,,,,,1.0
ts82819,Eat. Race. Win.,SHOW,2018,TV-14,28,"['documentation', 'sport']",['US'],7.1,1.23,1.0,,,,,
ts82825,La Casa,SHOW,2015,TV-MA,47,['drama'],['AR'],7.7,0.84,,,,,1.0,
