id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_popularity,on_amazon,on_apple,on_disney,on_hbo,on_netflix,on_paramount
tm1097536,Tasmania: Curious Life of Quolls,MOVIE,2020,,60,['documentation'],[],,0.6,,,,,,1.0
tm1097540,Monkeys of Bioko,MOVIE,2020,,45,[],[],,0.6,,,,,,1.0
tm109755,A Loss of Innocence,MOVIE,1996,PG-13,91,"['drama', 'romance']",['US'],5.1,2.33,1.0,,,,,
tm1097557,Ocean Super Predators,MOVIE,2021,,60,['documentation'],[],,2.09,,,,,,1.0
tm109756,Paper Dragons,MOVIE,1996,R,95,['drama'],['US'],4.9,2.022,1.0,,,,,
tm1097560,America's Heartland: Wild Prairie Reborn,MOVIE,2021,,60,['documentation'],['US'],,1.331,,,,,,1.0
tm1097570,Virus Hunting: Cave to COVID,MOVIE,2021,,60,[],[],,0.6,,,,,,1.0
tm1097574,Shark Ganglands,MOVIE,2020,,60,[],[],,0.628,,,,,,1.0
tm109759,Cockfighter,MOVIE,1974,R,83,['drama'],['US'],7.0,2.515,1.0,,,,,
tm1097744,Flesh,MOVIE,2021,,70,['horror'],[],2.9,0.667,1.0,,,,,
tm109799,Man of Courage,MOVIE,1943,,66,"['crime', 'drama']",['US'],4.8,2.422,1.0,,,,,
tm1098060,Shadow Parties,MOVIE,2021,,116,"['action', 'drama', 'thriller']",['NG'],6.2,1.286,,,,,1.0,
tm1098070,Girls' Night In,MOVIE,2021,,91,"['comedy', 'drama']",['US'],2.8,1.306,1.0,,,,,
tm1098137,Gold Medal,MOVIE,2021,,59,['drama'],['IN'],,0.681,1.0,,,,,
tm109818,Vows of Deception,MOVIE,1996,PG-13,90,"['thriller', 'drama']",['US'],6.0,0.6,1.0,,,,,
tm1098311,Our Father,MOVIE,2021,,96,"['drama', 'comedy', 'documentation']",['US'],5.4,4.465,1.0,,,,,
tm109842,Beezy Bear,MOVIE,1955,,7,['animation'],['US'],,4.424,,,1.0,,,
tm1098514,The Falls,MOVIE,2021,,129,['drama'],['TW'],7.0,5.971,,,,,1.0,
tm1098536,Justin Bieber: Our World,MOVIE,2021,PG,94,"['music', 'documentation']",['US'],4.8,27.551,1.0,,,,,
tm109858,Madhouse,MOVIE,1974,PG,92,"['horror', 'thriller', 'crime']","['GB', 'US']",6.2,5.354,1.0,,,,,1.0
tm109861,24 Hour Party People,MOVIE,2002,R,117,"['comedy', 'drama', 'music', 'european']",['GB'],7.3,10.163,1.0,,,,,
tm109870,He Sees You When You're Sleeping,MOVIE,2002,PG,95,"['fantasy', 'drama', 'crime', 'comedy']","['CA', 'US']",4.9,1.325,1.0,,,,,
tm109876,Pusher,MOVIE,1996,,105,"['thriller', 'european', 'crime']",['DK'],7.3,8.246,1.0,,,,,
tm109893,City Without Men,MOVIE,1943,,75,"['drama', 'crime']",['US'],5.3,1.726,1.0,,,,,1.0
tm1099012,Distancing Socially,MOVIE,2021,R,97,"['comedy', 'drama', 'romance']",['US'],5.2,2.217,1.0,,,,,
tm1099320,Convergence: Courage in a Crisis,MOVIE,2021,R,113,['documentation'],"['GB', 'US']",5.4,6.589,,,,,1.0,
tm1099342,Devdas Brothers,MOVIE,2021,,99,['drama'],[],3.3,,,,,,1.0,
tm1099355,Rifftrax: Astro-Zombies,MOVIE,2016,,92,[],[],5.4,,1.0,,,,,
tm1099382,The 26th Street Garage: The FBI's Untold Story of 9/11,MOVIE,2021,,58,['documentation'],[],5.5,2.106,,,,,,1.0
tm1099384,Sundari,MOVIE,2021,,112,"['romance', 'thriller', 'drama']",['IN'],6.9,0.89,1.0,,,,,
tm1099422,Otra forma de entender la vida,MOVIE,2021,,69,"['documentation', 'sport']",['ES'],7.3,1.151,1.0,,,,,
tm1099582,Hero 115,MOVIE,2021,,62,['drama'],[],,,1.0,,,,,
tm109971,Charlie Brown's Christmas Tales,MOVIE,2002,,18,"['comedy', 'animation', 'family']",['US'],7.0,4.45,,1.0,,,,
tm109986,Yellowneck,MOVIE,1955,,83,"['drama', 'western', 'war']",['US'],4.4,1.625,1.0,,,,,
tm1099969,Angeliena,MOVIE,2021,,95,"['comedy', 'drama', 'family']",['ZA'],7.3,3.827,,,,,1.0,
tm11,The Matrix Reloaded,MOVIE,2003,R,138,"['thriller', 'scifi', 'documentation', 'action']",['US'],7.2,40.82,,,,1.0,,
tm110,A Parisian Romance,MOVIE,1932,,75,"['drama', 'romance']",['US'],5.9,0.6,1.0,,,,,
tm110017,California Split,MOVIE,1974,R,108,"['drama', 'comedy']",['US'],7.2,5.677,1.0,,,,,
tm1100226,Hood River,MOVIE,2021,,81,['documentation'],['US'],6.7,0.625,,,,1.0,,
tm1100359,Race Against Time: The CIA and 9/11,MOVIE,2021,,89,['documentation'],[],4.6,2.403,,,,,,1.0
tm110042,The Crime of Padre Amaro,MOVIE,2002,R,118,"['drama', 'romance', 'european']",['MX'],6.7,12.953,1.0,,,,,
tm1100729,Vengeance Served Cold,MOVIE,2021,,78,"['crime', 'drama']",[],6.0,,1.0,,,,,
tm1100843,Ucha Pind,MOVIE,2021,,134,['action'],['IN'],7.7,0.92,1.0,,,,,
tm11010,The Love Bug,MOVIE,1968,G,107,"['fantasy', 'family', 'sport', 'comedy']",['US'],6.5,9.733,,,1.0,,,
tm1101114,Shava Ni Girdhari Lal,MOVIE,2021,,120,['comedy'],['IN'],5.4,1.765,1.0,,,,,
tm110125,The Man with the Golden Gun,MOVIE,1974,PG,125,"['action', 'thriller']","['US', 'GB']",6.7,37.775,,,,1.0,,
tm110129,Dancing Pirate,MOVIE,1936,,83,"['action', 'comedy', 'music', 'romance']",['US'],4.9,2.084,1.0,,,,,1.0
tm110147,The Second Coming of Suzanne,MOVIE,1974,R,90,['drama'],['US'],3.3,2.101,1.0,,,,,1.0
tm110158,The Conversation,MOVIE,1974,PG,113,"['drama', 'thriller']",['US'],7.8,14.48,1.0,,,,,1.0
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],7.9,2.828,,,,,1.0,
tm110163,Country Gentlemen,MOVIE,1936,,66,['comedy'],['US'],5.0,0.871,1.0,,,,,1.0
tm110169,Till the End of the Night,MOVIE,1994,R,90,"['thriller', 'drama']",['US'],3.8,1.965,1.0,,,,,1.0
tm1101757,Kanabadutaledu,MOVIE,2021,,112,"['thriller', 'crime']",['IN'],,1.4,1.0,,,,,
tm1101878,Honey Girls,MOVIE,2021,PG,90,"['family', 'music', 'comedy']",['US'],4.7,4.527,,,,,1.0,
tm1101918,Kodiyil Oruvan,MOVIE,2021,,149,"['action', 'drama']",['IN'],6.8,1.226,1.0,,,,,
tm1102,23 1/2 Hours Leave,MOVIE,1937,,72,"['comedy', 'music', 'war']",['US'],5.1,1.4,1.0,,,,,1.0
tm1102151,Bright: Samurai Soul,MOVIE,2021,PG-13,80,"['fantasy', 'thriller', 'animation', 'action']",['JP'],5.5,39.563,,,,,1.0,
tm110218,Combat America,MOVIE,1943,,63,"['history', 'war', 'documentation']",['US'],5.9,2.345,1.0,,,,,1.0
tm1102187,Las huellas de elBulli,MOVIE,2021,,54,['documentation'],[],,1.213,1.0,,,,,
tm1102218,Paw Patrol Live at Home,MOVIE,2021,,47,[],[],,1.96,,,,,,1.0
tm1102226,"My Brother, My Sister",MOVIE,2021,,110,['drama'],['IT'],6.0,13.875,,,,,1.0,
tm1102410,A StoryBots Space Adventure,MOVIE,2021,,12,['animation'],[],,1.33,,,,,1.0,
tm1102432,Wanton Want,MOVIE,2021,,93,"['thriller', 'fantasy', 'romance', 'drama']",[],4.2,3.15,1.0,,,,,
tm1102439,Udanpirappe,MOVIE,2021,,137,['drama'],['IN'],,1.579,1.0,,,,,
tm1102566,The Waste Land,MOVIE,2020,,130,['drama'],['CN'],,0.6,1.0,,,,,
tm1102570,Swallow,MOVIE,2021,,128,"['drama', 'thriller', 'history']",[],3.5,22.059,,,,,1.0,
tm1102665,Friendship,MOVIE,2021,G,113,"['crime', 'sport', 'action', 'drama', 'romance']",['IN'],5.3,1.4,1.0,,,,,
tm110268,King,MOVIE,2002,,160,"['drama', 'action']",['IN'],5.7,1.007,1.0,,,,,
tm1102731,The Eyes of Tammy Faye,MOVIE,2021,PG-13,126,"['drama', 'history', 'romance']",['US'],6.6,13.485,,,,1.0,,
tm1102831,Pull of the North,MOVIE,2020,,38,[],[],,0.6,1.0,,,,,
tm1102856,The Four of Us,MOVIE,2021,,88,"['romance', 'drama', 'comedy']",['DE'],5.3,15.115,,,,,1.0,
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,,97,"['horror', 'thriller', 'comedy']",['PL'],3.9,100.747,,,,,1.0,
tm1102891,Grudge,MOVIE,2021,,104,"['thriller', 'crime', 'drama']",['TR'],5.5,61.563,,,,,1.0,
tm1102899,Austin Weird,MOVIE,2019,,109,['comedy'],[],,,1.0,,,,,
tm110298,La Pointe Courte,MOVIE,1956,,86,"['drama', 'european']",['FR'],7.1,5.041,,,,1.0,,
tm1103150,Balance,MOVIE,2019,,120,"['comedy', 'drama', 'family']",[],7.2,,1.0,,,,,
tm1103296,Sennai,MOVIE,2021,,60,"['drama', 'thriller', 'action', 'crime']",['IN'],5.7,0.913,1.0,,,,,
tm1103576,Bhramam,MOVIE,2021,,152,"['thriller', 'crime']",['IN'],5.7,2.81,1.0,,,,,
tm11036,Heavyweights,MOVIE,1995,PG,100,"['comedy', 'drama', 'family', 'sport']",['US'],6.6,8.76,,,1.0,,,
tm1103651,Bond - In Isolation,MOVIE,2021,,42,[],[],,0.6,1.0,,,,,
tm1103733,Mayor Pete,MOVIE,2021,R,96,['documentation'],['US'],4.5,3.375,1.0,,,,,
tm1103790,Ouija Japan,MOVIE,2021,,78,"['action', 'horror']",[],3.6,1.713,1.0,,,,,
tm1103875,Ahir Shah: Dots,MOVIE,2021,,61,['comedy'],[],5.8,0.718,,,,1.0,,
tm1103926,Return of the Beast from Outer Space,MOVIE,2021,,16,['thriller'],['GB'],,1.176,1.0,,,,,
tm110413,Escape Clause,MOVIE,1996,R,99,"['thriller', 'drama']",['US'],5.6,1.745,1.0,,,,,1.0
tm1104220,My Best Worst Adventure,MOVIE,2021,,85,[],[],7.8,0.6,1.0,,,,,
tm1104252,Escape the Undertaker,MOVIE,2021,,31,"['thriller', 'family', 'horror', 'comedy']",['US'],4.2,54.755,,,,,1.0,
tm1104297,15 Minutes of Shame,MOVIE,2021,,85,['documentation'],['US'],6.7,3.083,,,,1.0,,
tm1104315,Ciao Alberto,MOVIE,2021,PG,7,['fantasy'],['US'],,272.439,,,1.0,,,
tm1104370,Inside the Circle,MOVIE,2021,,93,"['romance', 'comedy', 'drama']",['US'],6.2,2.82,1.0,,,,,
tm1104511,Return of the Clouded Leopards,MOVIE,2012,PG,45,['documentation'],[],,0.6,,,1.0,,,
tm1104532,Britney vs. Spears,MOVIE,2021,,93,"['documentation', 'music']",['US'],6.4,6.985,,,,,1.0,
tm1104534,The Tender Bar,MOVIE,2021,R,104,['drama'],['US'],6.7,59.211,1.0,,,,,
tm1104541,The Phantom Cat,MOVIE,2011,,45,['documentation'],[],,0.6,,,1.0,,,
tm110469,Daniel Boone,MOVIE,1936,,75,"['western', 'family', 'history', 'romance']",['US'],5.6,2.375,,,,,,1.0
tm1104691,Marvel Studios' 2021 Disney+ Day Special,MOVIE,2021,PG,14,['documentation'],['US'],,10.362,,,1.0,,,
tm1104702,The Simpsons in Plusaversary,MOVIE,2021,G,4,['fantasy'],['US'],,453.702,,,1.0,,,
tm1104734,Under the Helmet: The Legacy of Boba Fett,MOVIE,2021,PG,21,['documentation'],['US'],7.2,4.752,,,1.0,,,
tm110492,Virginia's Run,MOVIE,2002,PG,103,"['drama', 'family']",['US'],6.1,1.718,1.0,,,,,1.0
tm110506,Sitting on the Moon,MOVIE,1936,,66,"['comedy', 'drama', 'music', 'romance']",['US'],5.9,1.042,1.0,,,,,1.0
tm110529,Breaking the Waves,MOVIE,1996,R,158,"['drama', 'european']","['ES', 'SE', 'GB', 'DK', 'FR', 'IS', 'NL', 'NO']",7.8,13.628,,,,1.0,,
tm110532,Broken English,MOVIE,1996,NC-17,92,"['drama', 'romance']",['NZ'],6.4,2.498,1.0,,,,,
tm1105348,Blippi Summer Games,MOVIE,2021,,40,['family'],[],,,1.0,,,,,
tm1105379,Dear Rodeo: The Cody Johnson Story,MOVIE,2021,,100,"['documentation', 'music']",['US'],8.1,3.806,1.0,,,,,
tm110541,Mickey's Rival,MOVIE,1936,,8,['animation'],['US'],,6.923,,,1.0,,,
tm110549,Beavis and Butt-Head Do America,MOVIE,1996,PG-13,81,"['animation', 'music', 'comedy', 'crime']",['US'],6.8,9.772,,,,,,1.0
tm110555,Stage Door Canteen,MOVIE,1943,,132,"['comedy', 'war', 'romance']",['US'],6.3,3.045,1.0,,,,,1.0
tm110556,Submarine Alert,MOVIE,1943,,66,"['thriller', 'war']",['US'],5.4,1.655,1.0,,,,,1.0
tm110578,Albino Alligator,MOVIE,1996,R,97,"['drama', 'thriller', 'crime', 'european']",['US'],6.1,11.015,1.0,,,,,
tm11059,Evel Knievel,MOVIE,1971,,88,"['action', 'drama']",['US'],5.2,1.926,1.0,,,,,
tm1105926,I Want You Back,MOVIE,2022,R,111,"['romance', 'family', 'comedy']",['US'],6.6,71.914,1.0,,,,,
tm1106000,Pinky Moge Wali 2,MOVIE,2021,,121,"['romance', 'drama']",['IN'],5.0,0.6,1.0,,,,,
tm1106016,Dogtown 2,MOVIE,2022,,62,"['family', 'animation']",['US'],3.2,2.589,1.0,,,,,
tm1106044,100 días con la Tata,MOVIE,2021,,82,"['documentation', 'family']",[],7.9,2.81,,,,,1.0,
tm1106072,How Not To Die,MOVIE,2016,,82,[],['GB'],,0.6,1.0,,,,,
tm110618,Bearly Asleep,MOVIE,1955,,7,['animation'],['US'],,3.824,,,1.0,,,
tm1106212,Photocopier,MOVIE,2021,,130,"['drama', 'thriller', 'crime']",['ID'],6.7,54.805,,,,,1.0,
tm1106415,Destination Porto: The Unimaginable Journey,MOVIE,2021,PG,85,['documentation'],[],7.7,0.6,,,,,,1.0
tm1106507,Doctor Faustus,MOVIE,2021,,58,['drama'],['GB'],4.8,0.71,1.0,,,,,
tm1106517,Different,MOVIE,2021,,144,"['crime', 'drama']",[],,,1.0,,,,,
tm1106551,One Night in Paris,MOVIE,2021,,64,['comedy'],['FR'],4.5,3.59,,,,,1.0,
tm1106752,Let Me Be Frank,MOVIE,2021,,82,"['drama', 'comedy']",['US'],7.6,2.444,1.0,,,,,
tm110676,A Holiday for Love,MOVIE,1996,,105,"['romance', 'drama', 'family']",['US'],6.4,2.307,1.0,,,,,
tm1106806,Attack of the Hollywood Clichés!,MOVIE,2021,,59,['documentation'],"['GB', 'US']",,6.095,,,,,1.0,
tm1106888,Meeting Point,MOVIE,2021,,90,['drama'],['TR'],4.2,1.443,,,,,1.0,
tm1106900,A World Without,MOVIE,2021,,106,"['thriller', 'drama', 'scifi']",['ID'],3.8,8.186,,,,,1.0,
tm1106905,Cinderella,MOVIE,2021,,122,"['thriller', 'horror', 'drama']",['IN'],6.5,1.022,1.0,,,,,
tm1106926,The Breaking Point,MOVIE,2014,,73,"['crime', 'drama', 'action']",['US'],7.0,0.661,1.0,,,,,
tm1106927,The Last Outlaw,MOVIE,2014,,82,[],['CA'],1.5,,1.0,,,,,
tm1106951,Chinnanjiru Kiliye,MOVIE,2021,,122,['thriller'],['IN'],,0.678,1.0,,,,,
tm1107063,Love and Leashes,MOVIE,2022,R,118,"['comedy', 'romance']",['KR'],6.3,56.793,,,,,1.0,
tm110713,Racing Blood,MOVIE,1936,,61,"['drama', 'sport', 'crime', 'romance']",['US'],4.4,1.176,1.0,,,,,1.0
tm1107225,Through My Window,MOVIE,2022,R,116,"['drama', 'romance', 'comedy']",['ES'],5.4,236.503,,,,,1.0,
tm1107457,Big Brother,MOVIE,2020,,162,"['thriller', 'action', 'drama']",['IN'],4.7,2.929,1.0,,,,,
tm1107637,Flashback,MOVIE,2021,,90,"['scifi', 'comedy']","['FR', 'US']",5.6,34.916,1.0,,,,,
tm110766,Chronicle of a Disappearance,MOVIE,1996,,88,['drama'],"['PS', 'US', 'FR', 'DE']",6.9,2.099,,,,,1.0,
tm1107686,Unknown Dimension: The Story of Paranormal Activity,MOVIE,2021,,95,['documentation'],['US'],,5.729,,,,,,1.0
tm110769,D3: The Mighty Ducks,MOVIE,1996,PG,104,"['action', 'drama', 'family', 'sport', 'comedy']",['US'],5.4,12.316,,,1.0,,,
tm110772,"The Phantom from 10,000 Leagues",MOVIE,1955,,80,"['scifi', 'horror']",['US'],3.6,3.156,1.0,,,,,1.0
tm110773,Report from the Aleutians,MOVIE,1943,,47,"['documentation', 'history', 'war']",['US'],6.4,1.287,1.0,,,,,
tm1107764,I Eat Your Skin,MOVIE,2011,,93,[],[],6.2,,1.0,,,,,
tm1107848,Making Malinche: A Documentary by Nacho Cano,MOVIE,2021,,89,"['documentation', 'music']",[],5.1,1.557,,,,,1.0,
tm1107850,Sharkdog’s Fintastic Halloween,MOVIE,2021,,24,"['animation', 'fantasy', 'family', 'comedy']",[],6.5,37.687,,,,,1.0,
tm1107877,"Phoebe Robinson: Sorry, Harriet Tubman",MOVIE,2021,R,56,['comedy'],['US'],4.7,1.748,,,,1.0,,
tm1107912,American Girl,MOVIE,2021,,101,"['drama', 'family']",['TW'],7.1,2.57,,,,,1.0,
tm1108010,Rabbids Invasion - Mission To Mars,MOVIE,2021,,70,"['animation', 'comedy']",['FR'],7.8,4.321,,,,,1.0,
tm110805,Platoon,MOVIE,1986,R,115,"['action', 'drama', 'war']","['GB', 'US']",8.1,23.115,1.0,,,,,
tm110805,Platoon,MOVIE,1986,R,120,"['drama', 'action', 'war']","['US', 'GB']",8.1,33.51,,,,1.0,,
tm1108051,Neh,MOVIE,2021,,14,[],[],,,,,,1.0,,
tm1108053,Unmothered,MOVIE,2020,PG,17,[],[],5.8,0.6,,,,1.0,,
tm1108171,Edis Starlight,MOVIE,2021,,74,"['documentation', 'music']",[],,0.985,,,,,1.0,
tm110822,Freeway,MOVIE,1996,R,102,"['comedy', 'drama', 'crime', 'thriller', 'european']",['US'],6.8,10.447,1.0,,,,,
tm1108311,Four Hours at the Capitol,MOVIE,2021,R,88,"['documentation', 'crime']",['US'],7.4,6.593,,,,1.0,,
tm1108321,Dave Chappelle: The Closer,MOVIE,2021,,72,['comedy'],['US'],8.0,7.841,,,,,1.0,
tm1108323,The Black Book,MOVIE,2021,,74,['horror'],['US'],3.4,2.691,1.0,,,,,
tm110834,Yellowstone,MOVIE,1936,,63,"['drama', 'crime', 'romance', 'action']",['US'],5.3,2.729,1.0,,,,,1.0
tm1108353,All’alba perderò,MOVIE,2021,,85,['comedy'],['IT'],7.3,0.944,1.0,,,,,
tm110852,Broken Glass,MOVIE,1996,,96,['drama'],['GB'],7.0,1.4,1.0,,,,,
tm1108525,Caro Comes Out,MOVIE,2020,,12,['documentation'],[],,0.607,,,,1.0,,
tm1108621,Yara,MOVIE,2021,,96,"['drama', 'thriller', 'crime']",['IT'],6.2,21.629,,,,,1.0,
tm1108648,The Wasteland,MOVIE,2022,,91,"['thriller', 'horror', 'drama']",['ES'],4.6,13.072,,,,,1.0,
tm1108690,Play,MOVIE,2019,,89,['drama'],['DE'],5.8,1.658,1.0,,,,,
tm1108724,Jai Bhim,MOVIE,2021,,164,"['drama', 'crime']",['IN'],9.3,6.051,1.0,,,,,
tm110873,Lady Snowblood 2: Love Song of Vengeance,MOVIE,1974,,89,"['drama', 'thriller']",['JP'],6.3,8.791,,,,1.0,,
tm110878,Corregidor,MOVIE,1943,,73,"['drama', 'romance', 'war']",['US'],4.7,0.991,1.0,,,,,
tm1108868,Sin City,MOVIE,2019,,101,"['thriller', 'drama']",[],3.1,1.43,,,,,1.0,
tm110887,Man from Music Mountain,MOVIE,1943,,71,"['western', 'music', 'action']",['US'],6.3,3.203,1.0,,,,,1.0
tm110888,This Is the Army,MOVIE,1943,,121,"['romance', 'war', 'comedy']",['US'],5.8,2.845,1.0,,,,,1.0
tm1109080,Mughizh,MOVIE,2021,,62,['drama'],['IN'],,2.041,,,,,1.0,
tm1109210,Soul Pursuit,MOVIE,2021,,83,"['drama', 'action']",[],4.7,1.335,1.0,,,,,
tm110923,Divine Intervention,MOVIE,2002,,92,"['romance', 'comedy', 'drama', 'war']","['FR', 'MA', 'DE', 'PS']",6.6,2.894,,,,,1.0,
tm110938,The Ape Man,MOVIE,1943,G,64,"['horror', 'drama', 'scifi', 'thriller', 'action']",['US'],4.4,3.207,1.0,,,,,
tm1109460,The Most Magical Story on Earth: 50 Years of Walt Disney World,MOVIE,2021,PG,84,"['documentation', 'music']",['US'],7.5,5.099,,,1.0,,,
tm1109546,The Porter Brothers,MOVIE,2016,,40,['western'],"['FR', 'GB']",,0.6,1.0,,,,,
tm1109731,White Girl Apokalypse,MOVIE,2021,,75,"['horror', 'comedy']",['US'],2.8,1.977,1.0,,,,,
tm1109759,Snoopy Presents: For Auld Lang Syne,MOVIE,2021,G,39,"['animation', 'comedy', 'family']",['CA'],6.9,20.613,,1.0,,,,
tm110981,Late Bloomers,MOVIE,1996,,107,"['romance', 'drama', 'comedy']",['US'],5.9,3.152,1.0,,,,,
tm1109843,Meenakshi Sundareshwar,MOVIE,2021,,141,"['romance', 'comedy']",['IN'],7.1,2.223,,,,,1.0,
tm1109919,The Rangers: Bloodstone,MOVIE,2021,,106,"['action', 'fantasy', 'scifi', 'war']",['CA'],2.7,1.013,1.0,,,,,
tm1110014,MAD,MOVIE,2021,R,113,['drama'],['US'],,1.395,1.0,,,,,
tm1110035,American Refugee,MOVIE,2021,,95,"['horror', 'thriller', 'crime', 'drama']",['US'],3.9,11.965,1.0,,,,,1.0
tm1110150,There's Someone Inside Your House,MOVIE,2021,,96,"['horror', 'thriller']",['US'],4.8,79.807,,,,,1.0,
tm1110156,Lost Cities: The Great Flood,MOVIE,2021,PG,45,['documentation'],['ZA'],,1.525,,,1.0,,,
tm1110205,This Is Not a Comedy,MOVIE,2021,,105,"['comedy', 'drama']",['MX'],4.9,41.331,,,,,1.0,
tm1110212,Little Big Mouth,MOVIE,2021,,94,"['comedy', 'music', 'romance']",['ZA'],3.9,17.707,,,,,1.0,
tm1110214,A Match Made at Christmas,MOVIE,2021,,115,"['comedy', 'romance']",['US'],5.3,1.798,1.0,,,,,
tm1110240,Boxing Day,MOVIE,2021,,109,"['romance', 'comedy']",['GB'],5.6,5.156,1.0,,,,,
tm1110241,Kaaval,MOVIE,2021,,148,"['thriller', 'action', 'drama']",['IN'],5.1,1.978,,,,,1.0,
tm111036,Ginger in the Morning,MOVIE,1973,PG,90,"['romance', 'drama', 'comedy']",['US'],5.0,1.543,1.0,,,,,
tm1110389,Single All the Way,MOVIE,2021,,99,"['romance', 'comedy', 'drama']",['CA'],6.1,40.516,,,,,1.0,
tm111045,xXx,MOVIE,2002,PG-13,124,"['thriller', 'action']",['US'],5.8,30.903,,,,1.0,,
tm1110527,Captain Nova,MOVIE,2021,,86,"['action', 'family', 'scifi']",['NL'],5.5,7.99,,,,,1.0,
tm111056,Riders of the Deadline,MOVIE,1943,,70,"['western', 'drama']",['US'],6.4,1.08,1.0,,,,,1.0
tm111070,Hellraiser: Hellseeker,MOVIE,2002,R,89,"['thriller', 'horror']","['US', 'CA']",,15.922,,,,1.0,,
tm111078,Road,MOVIE,2002,,144,['thriller'],['IN'],5.7,1.067,1.0,,,,,
tm1110904,Ricky Velez: Here's Everything,MOVIE,2021,,57,['comedy'],['US'],6.7,2.3,,,,1.0,,
tm1110928,Romeo & Juliet,MOVIE,2021,,94,['drama'],[],,,1.0,,,,,
tm1111559,Grumpy Christmas,MOVIE,2021,,87,['comedy'],['MX'],4.4,32.532,,,,,1.0,
tm1111587,Hideout,MOVIE,2021,R,114,"['horror', 'thriller']",[],5.9,2.111,1.0,,,,,
tm111159,Lady and the Tramp,MOVIE,1955,G,76,"['romance', 'drama', 'animation', 'comedy', 'family']",['US'],7.3,57.793,,,1.0,,,
tm1111595,A California Christmas: City Lights,MOVIE,2021,PG-13,105,"['comedy', 'drama', 'romance']",['US'],5.5,19.813,,,,,1.0,
tm1111616,David and the Elves,MOVIE,2021,,106,"['fantasy', 'comedy', 'family']",['PL'],5.2,51.053,,,,,1.0,
tm111163,Eraser,MOVIE,1996,R,115,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",6.1,19.437,,,,,1.0,
tm1111717,L.O.L. Surprise: The Movie,MOVIE,2021,G,47,"['animation', 'family', 'fantasy', 'scifi', 'western', 'action']",['US'],3.8,109.716,,,,,1.0,
tm111174,Get Christie Love!,MOVIE,1974,,74,"['thriller', 'drama']",['US'],,2.46,1.0,,,,,1.0
tm1111767,The Consequence,MOVIE,2018,,109,[],[],,,1.0,,,,,
tm1111920,Making The Billion Dollar Code,MOVIE,2021,,28,['documentation'],['DE'],,0.832,,,,,1.0,
tm1111968,Fear of a Black Planet,MOVIE,2021,,72,"['thriller', 'drama', 'action']",['US'],2.0,3.346,1.0,,,,,
tm1111987,Munich: The Edge of War,MOVIE,2022,PG-13,129,"['drama', 'history', 'thriller']",['GB'],6.8,29.255,,,,,1.0,
tm111199,Star Trek IV: The Voyage Home,MOVIE,1986,PG,119,"['action', 'scifi', 'comedy']",['US'],7.3,24.643,,,,1.0,,
tm111199,Star Trek IV: The Voyage Home,MOVIE,1986,PG,119,"['scifi', 'action', 'comedy']",['US'],7.3,14.812,,,,,,1.0
tm111200,He Loves Me… He Loves Me Not,MOVIE,2002,PG-13,92,"['thriller', 'european', 'romance']",['FR'],7.1,5.929,1.0,,,,,
tm111211,Custer's Last Stand,MOVIE,1936,,328,"['western', 'history', 'romance', 'war']",['US'],4.7,0.945,1.0,,,,,
tm111216,Stoogemania,MOVIE,1986,PG,83,['comedy'],['US'],3.6,0.84,1.0,,,,,1.0
tm111226,Awara Paagal Deewana,MOVIE,2002,,169,"['comedy', 'action', 'crime', 'drama', 'thriller']",['IN'],6.2,5.941,,,,,1.0,
tm1112278,Felícia 2,MOVIE,2021,,31,[],[],,0.6,1.0,,,,,
tm111292,Bloody Sunday,MOVIE,2002,R,107,"['drama', 'european', 'history', 'war']","['IE', 'GB']",7.6,11.429,1.0,,,,,1.0
tm111295,Young Frankenstein,MOVIE,1974,PG,106,['comedy'],['US'],8.0,15.804,1.0,,,,,
tm111295,Young Frankenstein,MOVIE,1974,PG,106,['comedy'],['US'],8.0,22.107,,,,1.0,,
tm111322,The African Lion,MOVIE,1955,G,75,"['documentation', 'family']",['US'],7.2,3.377,,,1.0,,,
tm111327,Aladdin and the King of Thieves,MOVIE,1996,G,81,"['action', 'animation', 'family']",['US'],,32.086,,,1.0,,,
tm1113414,American Apocalypse,MOVIE,2021,,73,"['thriller', 'horror']",['US'],,2.853,1.0,,,,,
tm111359,Face Value,MOVIE,2001,PG-13,94,"['thriller', 'drama']",['US'],4.2,3.037,1.0,,,,,
tm111360,"Cosmo Jones, Crime Smasher",MOVIE,1943,,62,"['drama', 'romance', 'crime', 'comedy']",['US'],4.9,0.775,1.0,,,,,1.0
tm1113619,9/11: Minute by Minute,MOVIE,2021,,64,"['documentation', 'history']",[],7.5,0.769,1.0,,,,,
tm111366,Blood Crime,MOVIE,2002,R,128,"['drama', 'thriller']",['US'],5.3,2.694,1.0,,,,,
tm1113744,Dear Rider: The Jake Burton Story,MOVIE,2021,R,91,"['documentation', 'sport']",['AT'],7.7,4.668,,,,1.0,,
tm1113921,In Vitro,MOVIE,2019,,27,[],[],7.7,,,,,,1.0,
tm1114026,Rathnan Prapancha,MOVIE,2021,,146,"['drama', 'comedy']",['IN'],,1.885,1.0,,,,,
